CG_Content,IC
80,68.5082
76.6667,65.6276
76.6667,61.5508
78.3333,69.1368
50,75.517
60,77.4452
46.6667,72.4609
46.6667,73.249
33.3333,68.4255
65,67.4993
75,69.8595
81.6667,67.4303
65,71.5624
70,70.7627
53.3333,74.228
53.3333,73.3663
63.3333,74.563
55,75.7611
50,75.7457
66.6667,75.3984
50,76.8827
60,68.6918
50,74.2099
55,75.0136
55,75.4536
83.3333,67.0412
76.6667,65.6039
71.6667,71.1156
66.6667,73.2471
68.3333,72.6122
58.3333,77.0115
66.6667,70.6078
60,67.8148
61.6667,72.6176
41.6667,75.3647
60,74.0973
73.3333,71.4869
60,71.5537
53.3333,72.5884
70,72.6336
71.6667,69.1485
78.3333,67.5817
66.6667,70.3419
81.6667,64.3586
36.6667,72.15
26.6667,68.8788
16.6667,61.71
51.6667,76.4012
38.3333,68.2919
43.3333,73.3
61.6667,69.7855
70,69.3363
71.6667,67.8918
61.6667,71.3988
33.3333,74.4251
41.6667,78.9377
46.6667,76.14
58.3333,74.1455
45,75.2496
56.6667,67.9718
80,64.7985
71.6667,72.9637
60,73.8637
66.6667,71.9097
28.3333,65.3299
23.3333,68.5591
31.6667,72.6519
30,69.8517
38.3333,75.744
40,73.732
28.3333,71.8394
46.6667,75.1359
55,75.8372
40,75.7244
45,76.8823
40,70.9767
38.3333,74.8824
63.3333,74.6191
68.3333,73.7486
61.6667,73.7778
58.3333,74.1937
71.6667,68.831
56.6667,76.61
70,70.0877
91.6667,56.688
86.6667,61.2595
86.6667,59.7887
65,70.2584
78.3333,66.0836
76.6667,74.1892
86.6667,62.9736
83.3333,52.4334
76.6667,60.8172
65,70.1142
33.3333,74.213
33.3333,66.2661
45,78.8657
53.3333,76.1825
63.3333,71.426
66.6667,73.1282
68.3333,65.8551
63.3333,74.8603
75,67.6432
63.3333,72.4736
63.3333,66.5422
65,73.015
48.3333,75.8688
43.3333,77.8421
53.3333,75.7349
60,72.1501
66.6667,71.8504
85,63.9541
70,71.115
78.3333,66.7046
45,77.9484
53.3333,77.7222
53.3333,76.3784
56.6667,74.9837
55,73.3186
61.6667,74.7953
61.6667,72.338
65,72.7007
70,74.0804
70,71.5568
43.3333,76.2529
48.3333,75.0363
50,74.4077
53.3333,77.2332
46.6667,74.7359
55,74.1017
38.3333,72.0885
41.6667,73.9048
63.3333,68.4952
66.6667,72.5735
33.3333,69.0753
45,75.3894
46.6667,75.9771
56.6667,74.9545
31.6667,71.2535
51.6667,71.2298
43.3333,76.7188
28.3333,68.4237
43.3333,76.1412
51.6667,74.8847
46.6667,75.5612
46.6667,74.6953
46.6667,76.9444
41.6667,75.9665
38.3333,73.1122
45,77.3147
41.6667,74.1159
40,74.4129
43.3333,76.056
55,72.3308
53.3333,76.1606
78.3333,65.8109
78.3333,64.0555
66.6667,73.5981
58.3333,74.0497
41.6667,74.4056
45,75.2779
53.3333,71.9981
58.3333,68.2119
56.6667,70.9367
53.3333,74.9532
65,73.0418
68.3333,70.0005
76.6667,66.3962
66.6667,72.7507
60,74.383
55,73.9182
66.6667,70.6366
65,76.7924
51.6667,76.3447
48.3333,74.1127
45,75.5132
46.6667,79.4221
41.6667,76.2625
46.6667,73.6525
60,75.7547
66.6667,73.166
56.6667,76.4172
51.6667,74.524
55,74.5763
71.6667,67.0608
61.6667,71.0322
60,77.7589
71.6667,70.9957
61.6667,68.4218
63.3333,65.7461
68.3333,72.9828
70,72.4983
71.6667,67.799
75,68.2353
55,74.4695
70,71.1529
71.6667,70.9648
48.3333,77.3693
48.3333,68.8505
63.3333,74.1619
81.6667,64.5367
65,76.669
73.3333,71.4334
68.3333,71.2169
58.3333,75.5646
56.6667,76.6325
51.6667,74.4234
45,74.4323
36.6667,67.9051
30,70.2781
40,74.5058
45,70.4172
50,78.6837
48.3333,70.5761
66.6667,71.3137
63.3333,75.5884
71.6667,70.6386
70,71.1651
28.3333,73.972
43.3333,72.049
38.3333,77.2073
41.6667,72.595
43.3333,75.655
38.3333,73.4253
35,72.6338
43.3333,76.6211
38.3333,70.1414
43.3333,71.1676
38.3333,72.8099
36.6667,68.1399
45,73.8296
56.6667,75.9766
61.6667,71.786
66.6667,70.4485
41.6667,74.5647
36.6667,67.4383
46.6667,74.9326
45,72.0472
46.6667,75.1591
53.3333,73.23
33.3333,74.4254
41.6667,74.3452
38.3333,73.9783
28.3333,69.5997
20,62.4291
50,74.543
48.3333,75.9151
45,76.1684
35,75.0156
70,71.2913
78.3333,68.1195
63.3333,72.8465
78.3333,65.6542
75,66.9831
51.6667,64.169
53.3333,65.8841
31.6667,73.6309
26.6667,67.6656
46.6667,73.1009
73.3333,71.9942
76.6667,67.2602
78.3333,67.6863
58.3333,75.9578
80,64.4301
30,68.3718
28.3333,72.2388
38.3333,73.7128
35,68.6711
33.3333,72.17
40,75.7322
38.3333,73.721
43.3333,73.7459
38.3333,74.5058
40,75.4484
41.6667,73.6888
56.6667,73.6222
65,73.8866
70,70.5777
76.6667,68.1383
88.3333,59.5269
73.3333,70.7972
66.6667,71.4652
66.6667,70.6197
66.6667,71.9319
31.6667,71.9487
36.6667,74.8931
50,75.9672
55,76.3449
53.3333,76.8669
55,74.1071
56.6667,73.1587
41.6667,73.2841
53.3333,73.3556
51.6667,76.6876
46.6667,78.6489
40,75.4767
38.3333,68.0344
55,70.2033
55,72.7537
63.3333,74.821
68.3333,73.2457
58.3333,70.2038
70,70.8804
75,69.7885
38.3333,75.0838
43.3333,71.221
58.3333,65.0307
50,74.5238
68.3333,69.3541
61.6667,73.0901
63.3333,69.6656
68.3333,68.2112
80,67.4495
71.6667,71.4199
58.3333,71.0791
21.6667,68.828
46.6667,75.2881
30,56.0864
50,74.4391
75,70.7467
65,71.1007
45,72.6037
63.3333,72.4623
51.6667,76.7331
38.3333,75.4774
43.3333,69.7463
70,74.5001
66.6667,72.5532
58.3333,74.6138
56.6667,70.4349
58.3333,74.7344
66.6667,69.9706
60,75.5767
76.6667,67.7204
51.6667,74.9581
66.6667,71.233
66.6667,75.7668
56.6667,76.1073
35,74.2677
30,73.8433
40,77.0214
55,75.5721
68.3333,71.4264
71.6667,69.0296
33.3333,73.3495
38.3333,73.2279
40,74.1316
48.3333,73.9628
48.3333,75.9079
55,77.6439
56.6667,74.9016
65,72.4718
70,73.0962
71.6667,64.9541
40,74.9471
46.6667,72.7598
75,66.2547
70,73.1109
76.6667,71.0962
66.6667,74.3057
80,67.9303
71.6667,70.516
71.6667,68.9371
73.3333,70.6664
43.3333,75.6937
48.3333,76.2474
43.3333,75.1721
66.6667,75.5318
70,71.4955
88.3333,53.6411
68.3333,73.3768
71.6667,70.8416
70,70.9512
65,73.8321
26.6667,70.2885
56.6667,76.4023
51.6667,75.7161
46.6667,74.9972
53.3333,75.9013
46.6667,75.7927
33.3333,76.2761
65,74.7212
60,75.2841
63.3333,70.4671
61.6667,72.9936
81.6667,65.5916
88.3333,56.3186
76.6667,64.6224
83.3333,61.1866
65,74.0318
65,73.1423
76.6667,68.8713
76.6667,66.288
73.3333,64.5439
28.3333,69.7279
40,75.387
50,75.0189
65,68.8117
76.6667,68.0191
75,64.5321
75,68.3393
73.3333,71.6014
71.6667,70.4765
58.3333,74.3022
58.3333,75.2189
78.3333,62.9731
78.3333,69.0724
71.6667,70.1607
58.3333,75.2168
63.3333,72.0323
63.3333,73.0858
53.3333,74.7838
63.3333,69.1438
71.6667,69.5817
41.6667,74.0645
56.6667,75.3789
60,77.6793
50,75.0992
70,72.2731
61.6667,67.7358
65,72.4965
80,64.7527
80,62.938
68.3333,72.4119
50,75.7342
55,72.8857
46.6667,76.6259
46.6667,76.0384
65,71.6061
58.3333,70.0551
76.6667,62.65
75,66.5638
66.6667,70.5522
61.6667,74.5464
53.3333,75.5144
43.3333,75.5364
65,73.3897
53.3333,73.7936
50,74.6136
71.6667,69.6539
80,69.1954
60,70.5632
61.6667,73.323
71.6667,65.2123
88.3333,57.7552
80,63.8852
71.6667,71.2011
86.6667,57.3741
76.6667,67.9989
83.3333,64.7895
68.3333,72.842
70,69.6713
68.3333,67.4429
55,70.3653
38.3333,73.5495
33.3333,69.256
46.6667,70.6757
60,78.2287
65,71.0183
46.6667,76.577
68.3333,73.25
88.3333,53.9938
75,67.0015
76.6667,68.0697
81.6667,66.5597
70,71.1561
70,69.1308
60,74.8585
50,75.4933
66.6667,71.6369
86.6667,62.6765
80,68.8212
75,70.4856
80,66.869
70,70.7215
55,75.3401
46.6667,73.5113
38.3333,74.8413
38.3333,70.8599
43.3333,73.3802
63.3333,74.4815
75,67.9287
70,71.8047
56.6667,75.3902
60,74.1598
43.3333,74.0897
45,68.1372
63.3333,68.541
73.3333,65.7269
76.6667,65.8953
76.6667,66.4697
83.3333,64.8568
76.6667,66.5268
70,74.3893
46.6667,76.4621
58.3333,72.972
55,74.6594
43.3333,76.5222
45,74.6319
48.3333,73.1661
76.6667,69.4165
73.3333,70.8969
75,67.6578
65,72.8403
53.3333,81.1972
41.6667,75.9662
46.6667,71.1457
55,77.0193
50,72.848
36.6667,74.1466
45,72.3449
46.6667,77.924
65,69.3114
51.6667,74.9192
68.3333,74.7134
70,68.7105
66.6667,66.5805
73.3333,67.9439
76.6667,67.3225
70,70.1074
63.3333,75.6623
61.6667,72.547
50,75.8691
46.6667,75.3692
33.3333,70.3684
38.3333,76.3234
38.3333,75.0062
43.3333,76.2453
63.3333,69.2621
61.6667,73.9236
60,74.3021
85,65.7065
68.3333,69.2507
75,65.7622
28.3333,71.3903
30,72.2456
48.3333,75.3075
50,75.7999
53.3333,75.9006
63.3333,74.6185
48.3333,74.6471
60,74.6123
61.6667,72.0623
68.3333,69.0727
61.6667,74.8791
65,69.1787
51.6667,68.6311
48.3333,75.3755
50,71.3781
66.6667,74.6433
51.6667,74.8013
61.6667,74.8329
65,72.6946
60,71.793
43.3333,74.4774
43.3333,76.2906
23.3333,68.9318
48.3333,79.473
51.6667,73.1489
45,73.3665
53.3333,75.1524
66.6667,73.3829
61.6667,73.8262
61.6667,74.1071
40,76.1503
63.3333,72.3251
60,77.7913
50,72.9868
63.3333,72.2592
53.3333,78.6846
70,72.9754
78.3333,67.2452
60,73.2908
73.3333,70.6243
63.3333,72.5543
78.3333,67.4267
75,70.8059
76.6667,67.1029
73.3333,68.0059
70,70.7002
76.6667,68.7264
80,64.9519
65,72.5989
65,71.39
55,65.8475
56.6667,68.3098
65,72.971
71.6667,70.6674
73.3333,68.2663
76.6667,61.3743
78.3333,61.4959
80,67.6776
80,67.7643
51.6667,69.7004
75,67.3244
80,64.6603
70,70.9734
70,69.892
81.6667,66.5994
70,72.9486
81.6667,62.4937
75,67.8902
68.3333,72.1938
71.6667,73.0456
41.6667,74.5385
65,72.1217
71.6667,69.2915
85,57.99
68.3333,72.5789
58.3333,73.4908
66.6667,73.234
78.3333,66.6328
68.3333,71.1196
63.3333,73.4092
71.6667,67.928
65,72.8313
78.3333,65.7481
78.3333,67.3417
66.6667,70.5096
80,68.4579
76.6667,66.9412
81.6667,66.7909
78.3333,69.0641
78.3333,62.5566
83.3333,60.3396
78.3333,66.9875
75,70.8036
61.6667,73.7277
63.3333,73.6559
70,71.3924
78.3333,67.6448
78.3333,68.3996
66.6667,72.9662
80,66.1908
73.3333,68.9025
75,70.4021
73.3333,69.0268
63.3333,74.2533
66.6667,71.7785
70,68.8631
68.3333,75.615
70,70.6411
76.6667,69.608
73.3333,71.4541
70,71.3418
50,77.144
65,71.7074
73.3333,61.9315
81.6667,56.2236
80,68.6025
63.3333,72.0997
70,68.8868
81.6667,64.8381
65,73.22
83.3333,63.5325
78.3333,69.0177
76.6667,68.6317
66.6667,69.4634
71.6667,71.535
58.3333,74.7074
68.3333,70.5672
85,63.3305
68.3333,70.2791
81.6667,64.176
70,70.8477
73.3333,71.7607
80,65.4361
66.6667,71.6033
71.6667,69.0658
83.3333,64.196
76.6667,68.2598
65,72.6216
81.6667,61.4198
85,60.168
60,75.066
76.6667,68.2308
78.3333,68.8469
73.3333,66.7013
76.6667,68.5487
70,74.9704
70,70.6797
75,71.0314
76.6667,65.7759
85,56.6279
81.6667,64.7415
70,68.7567
75,66.7581
78.3333,69.4775
78.3333,63.5817
73.3333,69.345
68.3333,67.8999
60,73.7007
71.6667,68.5697
75,65.2023
80,59.3632
78.3333,60.349
76.6667,56.3686
66.6667,64.6447
73.3333,73.1929
73.3333,68.175
65,72.8016
85,64.5321
68.3333,72.2013
75,69.4866
71.6667,70.7466
63.3333,70.761
58.3333,74.9007
56.6667,75.1754
65,73.6163
76.6667,66.4428
81.6667,65.3612
85,62.4587
71.6667,69.7121
68.3333,69.2751
78.3333,68.4256
66.6667,71.7734
60,74.9645
68.3333,73.5206
61.6667,71.4897
73.3333,68.7993
71.6667,74.1689
73.3333,68.7805
70,71.2762
75,68.8853
53.3333,75.2597
48.3333,78.1297
58.3333,77.6169
71.6667,71.9144
58.3333,75.4211
43.3333,74.8487
55,73.8393
65,74.9768
65,72.4343
75,69.2398
71.6667,70.4837
65,73.5866
68.3333,72.4341
73.3333,70.0437
73.3333,66.1267
66.6667,70.5804
68.3333,70.8271
73.3333,70.3382
63.3333,69.8515
76.6667,66.6885
61.6667,76.2631
51.6667,73.2545
53.3333,75.3503
61.6667,71.2461
71.6667,67.719
76.6667,66.8015
63.3333,69.3028
73.3333,69.6737
66.6667,72.1094
68.3333,71.8263
51.6667,74.048
56.6667,76.885
65,72.4602
70,67.609
56.6667,75.4199
71.6667,71.1219
65,73.9529
76.6667,68.0007
75,68.0728
61.6667,73.9208
53.3333,73.9191
46.6667,77.3546
60,70.366
58.3333,70.4939
43.3333,75.1539
38.3333,75.8621
73.3333,71.377
66.6667,69.5006
66.6667,73.2144
78.3333,69.5962
56.6667,76.4071
45,76.2333
56.6667,74.5884
78.3333,64.2239
71.6667,71.4214
75,69.7866
68.3333,72.4695
81.6667,66.755
70,70.0113
63.3333,71.6975
61.6667,72.6893
60,73.8672
66.6667,70.5996
65,74.0819
60,65.0206
73.3333,69.2808
71.6667,68.7502
90,55.2577
73.3333,71.1129
75,69.4289
50,75.2931
63.3333,75.4626
66.6667,75.3187
46.6667,76.2472
56.6667,70.7846
70,75.4219
78.3333,65.2535
68.3333,71.8055
58.3333,72.5975
40,75.1086
71.6667,71.9681
71.6667,62.2123
70,70.7016
65,73.6992
45,77.1928
53.3333,75.7672
46.6667,75.4
51.6667,74.5868
60,76.4024
45,68.8801
58.3333,74.4577
50,75.0562
58.3333,76.9861
65,69.751
51.6667,73.6791
63.3333,73.5082
50,75.9067
51.6667,74.7376
65,73.39
46.6667,75.7166
56.6667,70.355
46.6667,73.9403
35,73.4202
46.6667,77.018
35,70.8966
63.3333,73.7737
71.6667,71.8069
66.6667,69.422
51.6667,75.0082
33.3333,72.5136
33.3333,74.2775
41.6667,77.9058
33.3333,78.3204
48.3333,71.3163
36.6667,75.4117
36.6667,73.8476
73.3333,68.6624
63.3333,71.9078
78.3333,63.935
70,68.5854
71.6667,72.5148
70,69.869
80,61.334
80,65.019
88.3333,59.5342
70,67.702
80,67.4597
78.3333,65.618
85,60.2063
85,64.3385
81.6667,65.0543
88.3333,60.0796
85,63.1261
81.6667,59.0366
80,64.9172
63.3333,73.12
71.6667,72.3277
73.3333,70.1493
68.3333,69.1095
73.3333,68.576
58.3333,73.3881
65,73.398
66.6667,73.6967
83.3333,62.9639
70,66.455
65,64.4239
53.3333,76.9574
50,74.0081
68.3333,73.8451
63.3333,73.2803
43.3333,77.7133
50,74.6176
43.3333,74.4654
48.3333,78.0509
51.6667,75.2786
45,75.861
33.3333,72.4214
50,77.3745
46.6667,73.9267
38.3333,73.368
70,69.773
65,70.0524
76.6667,69.4435
78.3333,64.4918
75,71.4858
68.3333,70.85
66.6667,72.9238
75,70.9798
60,73.6149
48.3333,69.2349
55,75.5825
56.6667,74.5481
41.6667,73.2658
46.6667,75.6834
40,77.2654
46.6667,77.2987
40,74.827
55,75.6603
61.6667,73.3028
48.3333,73.3848
65,71.6142
80,65.8432
73.3333,69.9747
51.6667,79.2421
46.6667,77.0236
51.6667,75.9536
71.6667,71.6759
83.3333,61.8496
75,68.5531
70,70.8981
38.3333,67.9752
41.6667,73.7105
56.6667,74.2246
56.6667,74.925
53.3333,75.0995
45,75.7107
45,74.9141
43.3333,75.4398
55,72.1156
63.3333,75.6997
68.3333,69.8954
66.6667,74.3442
70,71.2796
65,73.5611
45,74.1654
58.3333,74.0668
83.3333,61.8975
86.6667,62.9657
78.3333,68.4606
65,72.898
46.6667,77.9103
63.3333,73.4984
36.6667,73.9627
46.6667,76.4258
63.3333,72.1888
43.3333,75.7989
45,75.9219
70,64.4661
51.6667,75.1402
60,73.9118
45,74.8098
45,75.4599
48.3333,75.7556
53.3333,76.7068
51.6667,74.9477
58.3333,76.5129
43.3333,75.9327
55,69.4756
60,78.6187
66.6667,70.7132
41.6667,70.8249
43.3333,75.9229
65,76.1541
43.3333,75.1128
48.3333,74.0467
63.3333,72.3343
60,75.7521
46.6667,75.6729
53.3333,70.9166
46.6667,73.8078
51.6667,75.4241
43.3333,73.5304
36.6667,74.2603
43.3333,74.3621
51.6667,56.376
65,47.1002
63.3333,54.7068
66.6667,48.8118
63.3333,70.1753
55,75.2373
45,73.8209
46.6667,74.825
26.6667,69.1552
35,71.8966
75,70.9174
70,71.9929
85,63.2756
86.6667,56.6639
75,67.2815
81.6667,64.3041
43.3333,74.882
46.6667,75.3623
46.6667,72.2148
56.6667,74.3915
48.3333,73.1175
28.3333,71.7232
50,76.4591
63.3333,72.9001
58.3333,76.0005
75,70.0524
83.3333,57.5807
70,72.9349
63.3333,72.7235
71.6667,71.2005
46.6667,75.0911
63.3333,71.2592
65,75.0272
63.3333,72.5526
71.6667,65.3372
60,74.5636
60,73.8652
56.6667,72.7326
68.3333,70.5994
68.3333,72.2061
70,69.0584
75,74.8756
70,72.8297
70,72.4645
68.3333,70.2634
80,71.5994
36.6667,66.3943
63.3333,74.8953
41.6667,74.5116
50,71.1129
56.6667,76.5824
66.6667,72.3039
68.3333,69.9906
61.6667,74.8301
73.3333,70.0847
71.6667,70.3844
55,75.7265
26.6667,68.768
31.6667,71.2149
36.6667,74.3114
36.6667,75.9962
50,74.1967
38.3333,74.1998
40,70.3235
50,76.4868
51.6667,75.3021
43.3333,74.9027
30,68.995
36.6667,73.797
46.6667,73.6798
36.6667,70.3117
31.6667,72.2749
58.3333,73.8895
45,76.2298
55,72.485
51.6667,72.1021
63.3333,74.1986
53.3333,76.3218
43.3333,71.8943
36.6667,76.9189
48.3333,75.4892
60,69.1232
71.6667,70.5287
76.6667,67.1244
65,72.1064
63.3333,74.4066
23.3333,65.2032
43.3333,75.0849
33.3333,72.073
51.6667,77.1821
53.3333,73.9371
75,60.2546
76.6667,64.6891
86.6667,53.9111
73.3333,69.3423
66.6667,70.7282
35,73.4661
36.6667,72.5133
41.6667,75.9538
43.3333,73.0913
45,74.8019
66.6667,74.3322
81.6667,64.978
73.3333,70.7407
58.3333,76.2654
66.6667,70.4654
66.6667,73.9609
65,67.923
65,76.6488
83.3333,48.5754
88.3333,56.1769
66.6667,73.7231
56.6667,75.6379
60,74.8075
71.6667,71.4834
60,75.3965
58.3333,72.423
63.3333,74.8354
78.3333,66.4075
75,69.8419
71.6667,72.1712
86.6667,62.8738
78.3333,66.4037
85,64.2917
78.3333,67.8706
78.3333,63.4249
71.6667,64.801
63.3333,71.219
70,65.7673
68.3333,68.1941
61.6667,71.3846
73.3333,57.1249
75,65.2849
78.3333,66.0534
76.6667,64.4123
81.6667,61.0668
45,72.1268
33.3333,63.2475
51.6667,71.8465
61.6667,75.4665
56.6667,75.7281
68.3333,69.3907
80,67.1007
76.6667,65.8942
65,73.0862
70,70.71
60,76.1968
78.3333,67.6868
68.3333,74.3652
81.6667,55.2597
71.6667,70.7612
71.6667,70.038
73.3333,69.8146
63.3333,77.8648
71.6667,65.3563
71.6667,70.7892
81.6667,63.4447
88.3333,56.4278
91.6667,56.4475
86.6667,60.8472
71.6667,66.4327
81.6667,58.245
76.6667,68.5493
81.6667,61.9358
73.3333,72.2244
75,68.1306
51.6667,77.828
56.6667,72.4508
48.3333,73.1971
58.3333,74.9942
56.6667,74.0256
23.3333,67.1464
20,66.1652
48.3333,73.9411
53.3333,74.4373
46.6667,75.5986
45,73.478
40,72.6353
53.3333,71.9775
31.6667,74.0816
35,73.5369
35,73.0425
31.6667,71.9143
28.3333,70.0841
41.6667,74.064
25,70.9026
45,77.4917
41.6667,79.1554
46.6667,77.4725
56.6667,75.3597
75,73.1176
71.6667,70.4121
86.6667,59.5788
85,60.9184
78.3333,66.7128
85,62.0586
43.3333,73.7956
63.3333,77.4342
40,78.5219
26.6667,67.594
55,77.6859
55,73.0513
68.3333,71.4157
73.3333,71.5517
61.6667,73.8495
61.6667,74.2775
50,75.9272
41.6667,71.7403
41.6667,73.9416
58.3333,80.7679
76.6667,71.7609
55,77.85
51.6667,75.6026
56.6667,75.9595
46.6667,76.6047
58.3333,74.7941
65,72.462
66.6667,71.5792
60,75.733
60,71.8189
61.6667,71.6708
46.6667,75.1607
55,76.9306
51.6667,76.538
56.6667,77.891
76.6667,71.6422
71.6667,71.5327
68.3333,71.9207
75,69.8918
73.3333,70.933
61.6667,74.2973
73.3333,68.3224
76.6667,70.9562
75,70.4092
68.3333,71.8169
63.3333,73.0401
41.6667,74.7866
50,76.0363
55,73.4223
66.6667,68.5159
70,71.287
76.6667,68.386
75,66.2389
55,75.5669
73.3333,70.5393
71.6667,70.3771
61.6667,69.6001
63.3333,75.6234
75,69.2858
76.6667,68.8901
78.3333,65.6659
78.3333,69.0134
81.6667,65.6364
76.6667,67.3675
80,63.9867
73.3333,72.6927
43.3333,74.5762
56.6667,75.1702
61.6667,73.6314
31.6667,64.8561
51.6667,79.7189
56.6667,73.5679
51.6667,67.9594
63.3333,75.3181
51.6667,74.7446
48.3333,71.409
58.3333,67.6082
55,76.3144
65,73.427
71.6667,69.6592
80,61.003
76.6667,55.5531
70,68.336
60,74.6604
63.3333,73.1797
76.6667,71.4781
43.3333,76.792
45,74.5007
35,73.5385
41.6667,76.642
50,68.8532
63.3333,74.0054
70,70.7236
66.6667,71.1746
61.6667,71.8093
65,70.6704
85,60.0397
71.6667,67.8004
75,63.5334
61.6667,77.6452
76.6667,67.61
80,65.013
81.6667,64.1822
86.6667,55.1906
71.6667,69.3158
73.3333,68.3315
40,73.389
41.6667,67.7754
33.3333,71.233
48.3333,75.0875
40,73.8471
45,75.9243
53.3333,76.4475
61.6667,75.0056
60,75.6389
60,74.9351
45,74.9567
46.6667,73.7117
51.6667,75.3659
50,78.062
41.6667,74.5401
50,72.6204
66.6667,74.6616
56.6667,74.9184
63.3333,73.9273
65,69.6652
41.6667,72.4429
36.6667,75.2686
40,74.2341
65,73.7663
60,77.6173
45,70.3884
43.3333,77.6559
61.6667,72.5992
68.3333,73.765
56.6667,73.3428
45,74.2465
38.3333,71.8487
33.3333,73.4133
40,75.0569
36.6667,76.7661
51.6667,68.2676
68.3333,71.7063
71.6667,70.286
68.3333,70.9553
51.6667,74.676
51.6667,61.1975
43.3333,75.0011
53.3333,73.1237
61.6667,73.7319
53.3333,75.9498
41.6667,75.6984
48.3333,72.1335
60,72.857
58.3333,75.2602
41.6667,71.3986
56.6667,69.0029
63.3333,67.8207
56.6667,73.1272
46.6667,75.1565
41.6667,72.7398
58.3333,76.3669
41.6667,77.6009
55,72.8016
48.3333,75.811
38.3333,73.8162
35,73.5118
41.6667,75.6253
35,74.2655
43.3333,75.1221
38.3333,71.5319
45,76.4347
60,75.0618
70,69.5027
68.3333,71.6552
75,68.2155
45,77.0871
36.6667,73.2512
36.6667,75.4666
53.3333,73.4165
66.6667,69.1328
73.3333,71.2885
70,71.2841
65,71.1382
46.6667,76.3398
43.3333,73.9112
45,75.0182
36.6667,74.2832
36.6667,76.8022
40,73.9914
43.3333,73.4492
43.3333,75.1372
53.3333,71.7006
61.6667,66.9146
48.3333,74.0975
50,74.7204
53.3333,75.106
38.3333,76.0107
46.6667,73.9687
61.6667,72.8761
71.6667,67.3419
63.3333,76.5948
66.6667,72.2288
66.6667,66.5846
61.6667,72.6873
63.3333,73.039
38.3333,73.2507
41.6667,76.9536
38.3333,75.3542
53.3333,73.1389
30,70.5559
46.6667,77.0119
35,74.2693
45,74.831
40,74.1806
55,75.2171
63.3333,77.1838
56.6667,75.4651
68.3333,73.6068
65,75.1281
61.6667,72.9396
75,69.2963
76.6667,61.3908
71.6667,67.0145
73.3333,69.438
83.3333,63.2149
35,70.3698
46.6667,74.685
50,74.3733
38.3333,75.1517
60,76.871
60,64.4967
65,74.7311
65,70.4276
68.3333,72.1712
45,75.6314
55,76.5241
60,70.868
58.3333,72.2357
61.6667,71.4744
63.3333,69.0075
50,75.496
63.3333,72.9789
63.3333,71.9222
58.3333,69.8889
76.6667,65.0496
68.3333,73.3186
56.6667,76.6923
65,71.5531
63.3333,71.8524
73.3333,70.2747
68.3333,69.5835
58.3333,76.594
70,68.5653
75,67.2456
70,69.7401
53.3333,75.5569
66.6667,70.33
56.6667,73.9598
56.6667,73.0542
65,74.8662
70,69.1882
73.3333,63.7029
80,67.8474
83.3333,57.4776
75,65.68
50,75.3424
71.6667,70.5091
75,68.358
68.3333,71.4974
78.3333,63.1551
76.6667,64.9093
86.6667,65.9745
75,68.9199
75,68.5772
56.6667,69.0909
38.3333,74.5931
26.6667,66.9612
40,72.4406
25,61.0477
46.6667,73.7771
68.3333,69.7233
65,70.4134
75,69.902
68.3333,71.1883
60,70.1272
40,71.5034
43.3333,75.6583
41.6667,73.4516
70,73.6057
85,59.8267
71.6667,67.163
85,60.7993
78.3333,66.2905
70,65.4701
51.6667,68.1139
31.6667,71.1889
26.6667,72.1611
43.3333,76.2926
60,67.0723
66.6667,72.371
53.3333,74.0932
43.3333,72.1558
30,70.4544
45,73.6217
55,75.6452
70,64.8241
66.6667,70.5318
68.3333,73.2256
68.3333,75.886
70,76.9286
75,65.9649
80,62.6708
78.3333,64.6747
66.6667,73.0101
63.3333,74.744
45,77.2645
70,68.5852
55,73.9714
60,72.0878
73.3333,68.2409
70,72.7566
73.3333,69.3008
81.6667,60.4555
75,66.7736
71.6667,69.523
50,73.2635
58.3333,74.7242
60,74.173
50,74.5941
40,76.4945
65,71.2256
85,53.1839
66.6667,73.2004
75,70.7069
75,67.9511
48.3333,75.5117
43.3333,74.8988
35,70.8937
41.6667,75.4752
51.6667,76.5483
51.6667,72.0414
65,75.0559
63.3333,72.7584
56.6667,74.0173
53.3333,73.0981
46.6667,71.2429
43.3333,73.3343
45,76.0804
63.3333,74.3108
60,73.1485
41.6667,74.5545
53.3333,76.6265
65,71.6594
73.3333,72.6158
60,75.8089
30,72.0221
53.3333,76.1191
45,76.2643
56.6667,76.4146
60,73.1449
66.6667,59.2801
73.3333,59.068
68.3333,58.5829
75,72.0169
71.6667,72.6908
71.6667,68.5731
65,71.576
58.3333,76.1817
58.3333,76.1171
71.6667,70.2049
66.6667,68.9375
66.6667,71.4819
65,70.6906
46.6667,77.1189
50,73.9608
43.3333,77.8079
48.3333,75.7891
61.6667,75.9472
60,78.1623
55,73.3922
41.6667,77.2263
58.3333,75.7832
58.3333,74.2283
56.6667,76.8624
68.3333,71.0928
51.6667,74.9823
50,77.2746
41.6667,74.0579
65,73.9825
75,64.3003
78.3333,66.702
88.3333,64.8148
80,65.3057
78.3333,65.4964
80,64.0535
30,70.1921
23.3333,68.7641
26.6667,68.1172
26.6667,70.8448
38.3333,72.019
40,75.3517
35,74.5281
50,69.6486
38.3333,72.3574
48.3333,75.6465
41.6667,72.667
31.6667,69.2992
33.3333,73.9164
46.6667,75.5761
51.6667,76.1504
66.6667,69.8876
68.3333,71.0028
73.3333,61.5331
