CG_Content,IC
65,72.6277
66.6667,74.3897
38.3333,70.1701
73.3333,71.4056
75,66.766
81.6667,53.9262
73.3333,69.4022
81.6667,62.1281
75,65.3361
75,70.1571
81.6667,65.1931
78.3333,65.8985
76.6667,66.7709
73.3333,67.8459
83.3333,62.1286
86.6667,56.3648
86.6667,58.2748
71.6667,69.9672
71.6667,71.797
73.3333,63.3751
81.6667,47.7639
66.6667,64.9925
85,50.8649
66.6667,60.838
66.6667,68.1409
76.6667,55.0043
75,66.3363
78.3333,68.5014
78.3333,67.1058
65,73.1384
85,63.8811
76.6667,70.4986
81.6667,64.9694
71.6667,70.3087
80,70.1015
76.6667,67.0462
75,72.8981
78.3333,68.6236
58.3333,72.9164
48.3333,74.4031
75,69.6613
41.6667,74.8187
21.6667,65.7137
63.3333,79.0429
76.6667,67.7481
60,74.8607
80,65.6746
80,65.6169
81.6667,62.8502
55,74.1867
45,74.874
53.3333,75.4975
45,79.8224
56.6667,75.4897
66.6667,71.6046
68.3333,71.846
68.3333,73.8096
76.6667,65.3639
83.3333,69.5303
56.6667,73.9339
68.3333,69.4799
73.3333,73.3505
58.3333,72.366
71.6667,65.7168
71.6667,72.7265
75,70.1756
78.3333,68.6755
61.6667,72.7377
70,69.8889
78.3333,65.1456
71.6667,68.4116
75,58.194
83.3333,60.753
78.3333,61.7642
78.3333,65.1627
71.6667,66.4318
70,72.4001
80,65.9824
71.6667,70.2385
70,70.0748
73.3333,68.4556
61.6667,71.4544
73.3333,69.2858
48.3333,75.8377
56.6667,79.2598
85,66.4837
66.6667,71.9723
73.3333,66.9704
70,67.143
65,69.3139
71.6667,68.9332
75,67.2715
75,70.8475
68.3333,71.0726
66.6667,74.9856
60,74.853
73.3333,70.8502
70,66.2469
73.3333,70.197
31.6667,73.7598
31.6667,71.8789
30,69.7063
45,74.5735
41.6667,67.7208
56.6667,71.8923
66.6667,73.328
71.6667,69.5947
65,71.138
65,75.4763
51.6667,76.5817
58.3333,73.6192
61.6667,70.614
75,63.2984
86.6667,50.3375
100,38.8943
100,38.5783
66.6667,71.7125
70,74.5583
70,72.1674
35,73.9866
31.6667,74.8385
40,74.3085
36.6667,74.4007
45,72.2993
38.3333,73.6573
38.3333,72.4871
40,73.8977
35,72.7949
46.6667,75.5553
45,73.7631
58.3333,76.4855
36.6667,75.9539
30,71.2837
38.3333,74.1311
51.6667,74.1022
48.3333,76.4416
33.3333,70.5421
48.3333,75.2348
30,70.0299
50,74.6915
55,79.4782
56.6667,75.1987
41.6667,73.6291
51.6667,75.9655
75,63.3899
68.3333,71.741
66.6667,68.0663
71.6667,71.8241
60,69.3109
61.6667,62.8331
71.6667,75.1784
66.6667,75.9387
68.3333,71.1113
61.6667,73.7145
75,69.5022
81.6667,62.3908
63.3333,71.4416
43.3333,73.7621
45,78.7193
66.6667,74.8822
56.6667,76.4484
68.3333,66.7755
65,73.2476
81.6667,64.8953
76.6667,68.7057
76.6667,71.2965
83.3333,66.8453
81.6667,60.812
66.6667,69.47
61.6667,75.0301
65,71.0937
61.6667,70.9151
56.6667,75.6438
61.6667,72.617
76.6667,67.7132
76.6667,63.273
75,72.5011
80,65.1429
78.3333,68.7768
45,80.1585
33.3333,74.9978
60,77.5656
40,75.6389
55,75.5566
58.3333,73.474
70,70.7632
73.3333,66.8521
70,72.9928
63.3333,72.0424
61.6667,70.0558
68.3333,64.3046
70,67.6716
75,67.9777
78.3333,63.5762
78.3333,61.8389
83.3333,54.0269
78.3333,61.0252
71.6667,71.8701
76.6667,71.9219
53.3333,77.0983
43.3333,71.8965
60,72.6474
68.3333,75.1296
76.6667,64.9465
68.3333,71.7161
81.6667,62.5896
81.6667,67.7984
61.6667,72.5092
73.3333,71.1023
43.3333,75.3667
60,73.932
31.6667,70.3889
35,73.6661
56.6667,73.3321
56.6667,77.1516
58.3333,76.553
68.3333,70.119
73.3333,69.7769
73.3333,72.5039
36.6667,73.3566
43.3333,74.0712
45,75.8213
21.6667,65.4847
38.3333,75.8456
36.6667,74.9669
55,76.1228
75,70.2336
76.6667,67.9141
66.6667,71.7548
55,74.0371
31.6667,70.9918
40,74.415
35,67.6736
28.3333,68.0784
26.6667,69.4747
18.3333,67.2162
23.3333,69.6269
46.6667,74.863
33.3333,74.9856
43.3333,75.955
33.3333,67.4192
46.6667,73.9292
35,65.489
56.6667,75.2844
66.6667,75.1098
63.3333,72.5047
81.6667,67.9414
66.6667,66.1109
76.6667,67.1176
60,75.4572
60,78.9254
63.3333,71.0651
46.6667,75.6382
40,71.0742
50,76.3247
63.3333,74.2724
75,60.7014
66.6667,72.7773
46.6667,74.3639
41.6667,70.3107
41.6667,73.2249
50,76.1996
65,72.5482
78.3333,67.3236
68.3333,67.5451
63.3333,77.7034
70,71.552
63.3333,71.6077
63.3333,75.0516
38.3333,74.4355
40,75.2286
48.3333,75.4666
41.6667,73.1836
61.6667,71.644
51.6667,74.9946
51.6667,74.9074
61.6667,72.0258
58.3333,74.8226
58.3333,75.156
33.3333,71.0143
25,62.6173
20,65.4409
38.3333,70.2264
31.6667,75.5063
40,74.3277
46.6667,73.2338
50,76.0938
43.3333,75.3001
45,75.3322
48.3333,74.0633
31.6667,72.8035
35,73.6058
21.6667,64.2723
61.6667,74.9664
76.6667,67.2381
83.3333,61.3911
83.3333,64.2518
58.3333,71.5267
60,75.5365
51.6667,74.4909
43.3333,76.6851
53.3333,74.543
63.3333,71.4338
51.6667,77.8561
63.3333,69.3243
73.3333,68.8392
70,73.3825
80,67.5591
76.6667,69.3822
61.6667,66.4869
51.6667,74.139
45,65.129
51.6667,68.636
58.3333,70.9774
53.3333,73.6721
51.6667,73.9839
70,74.7885
50,76.9627
51.6667,74.8954
66.6667,73.0222
65,71.4101
63.3333,73.6017
60,76.0673
58.3333,77.5154
78.3333,67.8118
76.6667,65.4377
75,66.3655
66.6667,73.5972
55,74.6804
50,72.6131
46.6667,72.5115
60,77.2548
50,77.5512
70,75.1292
51.6667,69.6138
55,75.4955
65,71.9179
86.6667,56.2299
66.6667,71.3483
46.6667,76.8733
58.3333,72.7095
53.3333,70.9684
38.3333,74.2657
75,73.3034
56.6667,75.4292
80,66.044
76.6667,69.1184
75,58.5265
75,66.5852
40,75.6897
55,75.5366
51.6667,75.2503
55,68.4996
66.6667,69.1861
75,67.9654
73.3333,67.2248
71.6667,67.2638
61.6667,74.2591
76.6667,65.4424
38.3333,73.6041
35,70.3719
41.6667,74.8837
41.6667,69.1935
45,73.2759
51.6667,65.086
48.3333,72.8331
58.3333,77.3023
60,76.7714
50,76.1627
40,75.1483
30,63.1045
43.3333,75.6606
43.3333,73.1049
45,74.1898
51.6667,66.7836
46.6667,75.0905
63.3333,71.3861
56.6667,75.7887
51.6667,76.3089
51.6667,73.7177
66.6667,74.58
63.3333,72.1764
65,78.091
58.3333,77.6897
50,74.9376
61.6667,73.5722
75,62.618
70,68.2287
73.3333,67.582
31.6667,67.1235
41.6667,73.258
46.6667,71.4289
41.6667,74.7621
48.3333,69.5618
63.3333,73.2721
61.6667,73.7649
65,73.3272
63.3333,73.4555
53.3333,75.5891
40,77.6974
58.3333,75.385
70,70.111
60,73.7434
55,72.8494
56.6667,73.6893
60,70.8361
53.3333,75.5095
61.6667,74.5963
53.3333,74.7168
61.6667,73.6401
55,76.321
63.3333,74.7899
56.6667,77.0153
45,71.6922
73.3333,71.3023
48.3333,75.9807
70,77.6894
76.6667,63.9708
75,71.8124
25,71.5966
26.6667,70.0868
35,76.7373
36.6667,72.9781
43.3333,75.4335
65,71.4025
76.6667,54.5381
71.6667,72.8288
60,72.1935
68.3333,73.2196
55,75.0605
60,73.5042
61.6667,74.3879
76.6667,69.5246
78.3333,70.7435
90,58.2084
75,68.1514
65,72.0039
75,68.7705
83.3333,63.1858
66.6667,75.002
65,71.4752
60,73.6675
35,76.4477
36.6667,75.5743
36.6667,69.8041
63.3333,71.071
65,75.6853
68.3333,72.9637
60,69.883
48.3333,78.4354
56.6667,75.5896
41.6667,72.2275
36.6667,70.5582
55,70.2728
65,74.4937
73.3333,72.7571
73.3333,71.766
58.3333,74.5806
61.6667,76.4692
38.3333,73.2045
41.6667,72.2745
51.6667,75.8992
58.3333,70.684
48.3333,76.6455
65,74.4087
76.6667,71.3156
68.3333,73.877
71.6667,72.7594
70,72.5339
51.6667,75.0027
36.6667,72.7198
43.3333,75.9857
43.3333,74.7585
43.3333,78.4998
43.3333,73.8502
60,74.5987
71.6667,74.9051
60,72.8679
70,66.5265
43.3333,73.6408
60,71.8654
45,75.6245
58.3333,73.4747
56.6667,74.9721
33.3333,68.4195
23.3333,67.3952
31.6667,73.3766
28.3333,71.6037
28.3333,72.2433
56.6667,73.6747
60,71.7116
36.6667,72.0399
55,77.291
71.6667,68.0234
68.3333,73.2163
81.6667,58.4389
83.3333,69.5969
75,71.6722
75,65.8175
26.6667,72.2774
21.6667,68.5796
30,70.9352
43.3333,74.2422
46.6667,70.9579
48.3333,76.5491
43.3333,75.5796
58.3333,72.5184
46.6667,67.5803
68.3333,73.5661
30,73.2069
56.6667,75.1067
40,73.871
38.3333,77.6396
43.3333,69.8551
48.3333,73.1696
60,77.4246
58.3333,74.6114
68.3333,71.8821
58.3333,72.6795
50,71.9635
45,75.9757
50,74.0058
50,73.0692
63.3333,74.77
56.6667,75.1612
50,73.9699
66.6667,74.3988
53.3333,72.1199
66.6667,71.9631
53.3333,75.8732
63.3333,68.4991
65,70.9899
66.6667,73.6401
65,72.4691
65,74.4047
78.3333,70.5377
70,71.1866
71.6667,70.2681
71.6667,66.853
75,62.7249
70,73.2475
71.6667,66.0882
75,69.0405
85,55.5136
81.6667,61.1776
80,63.8811
75,70.8217
83.3333,65.0839
65,74.7266
83.3333,61.801
81.6667,65.0578
68.3333,70.6984
81.6667,60.6203
60,74.0895
63.3333,66.9833
53.3333,77.8652
65,73.5039
50,73.8971
63.3333,74.3412
58.3333,75.9635
53.3333,72.2446
60,75.6896
50,74.3427
45,77.9938
56.6667,73.2062
60,73.759
68.3333,71.1142
63.3333,74.2554
63.3333,75.4204
63.3333,66.4557
66.6667,75.4111
58.3333,75.8678
70,72.5933
61.6667,73.2801
60,74.33
58.3333,75.7073
61.6667,74.9877
68.3333,72.412
61.6667,73.9959
60,74.0203
56.6667,74.9669
60,75.0725
55,74.1595
66.6667,69.6062
73.3333,63.1921
83.3333,60.4217
70,71.8577
85,59.3389
66.6667,73.5103
30,68.8868
38.3333,73.5782
35,68.1705
46.6667,74.174
56.6667,74.6981
60,74.8641
53.3333,74.4995
58.3333,72.0681
58.3333,72.6823
68.3333,71.785
51.6667,77.8958
75,69.774
73.3333,71.7574
66.6667,74.7337
68.3333,71.8954
71.6667,67.2641
75,66.4024
78.3333,68.2664
75,60.5928
85,55.5238
63.3333,72.0933
61.6667,74.1513
60,72.437
60,72.3986
38.3333,74.4778
66.6667,73.3665
70,70.7862
71.6667,70.2571
66.6667,73.3544
61.6667,71.3171
61.6667,71.246
61.6667,72.4461
71.6667,73.2828
56.6667,73.8251
65,74.9143
66.6667,77.7045
58.3333,72.2309
61.6667,72.843
68.3333,71.0419
63.3333,70.4543
65,73.2615
51.6667,76.8623
50,74.1243
46.6667,74.9102
56.6667,71.4829
51.6667,67.6755
53.3333,76.9339
68.3333,72.1149
65,67.5121
68.3333,72.7973
65,70.6543
50,74.6932
55,69.602
55,76.7435
56.6667,74.7005
48.3333,77.0764
58.3333,71.6893
75,69.3887
71.6667,71.1591
60,75.6229
55,75.6063
53.3333,73.6623
58.3333,74.6989
83.3333,60.7036
66.6667,69.8642
70,65.9345
63.3333,72.828
76.6667,66.414
73.3333,70.0232
65,75.2659
50,76.2287
46.6667,73.0592
58.3333,69.36
58.3333,76.9916
36.6667,72.7711
45,72.5624
55,74.7609
61.6667,70.7863
66.6667,71.2219
61.6667,71.331
48.3333,74.8949
51.6667,74.9822
46.6667,77.6982
61.6667,74.6221
75,67.3051
73.3333,73.9528
70,70.3716
65,73.7117
65,71.4613
73.3333,71.3715
63.3333,70.435
60,74.2645
55,68.5147
60,71.0441
63.3333,72.9772
71.6667,71.9525
75,67.2601
85,62.84
73.3333,69.9416
73.3333,68.6697
46.6667,76.2701
50,73.2474
41.6667,74.57
48.3333,74.2347
48.3333,75.1423
58.3333,75.509
55,75.3134
56.6667,74.6017
61.6667,72.5589
75,65.0929
58.3333,75.3232
65,71.5262
56.6667,75.1449
63.3333,70.7148
55,74.7792
76.6667,65.552
70,70.4385
75,68.4859
76.6667,66.3805
83.3333,63.9687
56.6667,75.0514
53.3333,75.3147
56.6667,75.5513
33.3333,71.209
55,75.4058
55,76.8171
66.6667,73.4152
71.6667,68.669
63.3333,76.0246
66.6667,71.7322
60,73.1254
56.6667,78.1799
55,73.3552
46.6667,76.9838
56.6667,74.49
53.3333,73.5608
63.3333,68.8092
45,68.6787
56.6667,72.1544
63.3333,70.0522
45,76.5757
61.6667,70.8178
45,67.2833
31.6667,71.0324
60,71.9163
46.6667,73.3015
46.6667,74.8529
46.6667,71.527
55,74.6862
58.3333,70.8833
53.3333,72.557
43.3333,76.1236
50,76.1841
51.6667,75.533
51.6667,76.319
63.3333,73.0627
65,72.2175
61.6667,76.1134
63.3333,71.7994
70,70.3974
60,71.3058
40,77.9839
36.6667,71.7013
38.3333,75.1978
46.6667,76.0346
48.3333,74.2759
63.3333,75.8054
66.6667,73.1525
73.3333,71.9837
61.6667,67.9666
53.3333,77.895
65,74.049
48.3333,75.6523
56.6667,72.5517
46.6667,75.6351
60,73.8629
55,75.9494
63.3333,70.724
61.6667,74.1502
80,65.3258
48.3333,71.3168
48.3333,75.5561
66.6667,73.8827
50,73.448
65,73.6107
63.3333,74.5906
60,71.7614
90,48.7563
66.6667,69.9599
86.6667,54.0671
41.6667,76.4309
41.6667,72.9937
41.6667,75.506
48.3333,75.345
56.6667,74.2705
56.6667,72.6339
70,70.8583
78.3333,67.7136
73.3333,71.3766
65,75.4108
65,69.7576
50,77.5232
70,72.505
85,60.7816
66.6667,71.2222
76.6667,66.5998
73.3333,69.2421
83.3333,62.5445
80,68.0547
68.3333,64.4151
58.3333,70.7815
56.6667,71.1604
58.3333,77.3876
63.3333,70.5335
55,74.3186
66.6667,76.8118
61.6667,74.5499
50,75.098
55,70.6625
63.3333,69.5192
50,76.1641
35,70.6971
56.6667,77.8625
50,77.3723
56.6667,73.8898
66.6667,65.5129
65,74.3094
58.3333,74.5643
60,76.9226
63.3333,69.6055
65,75.0983
65,74.4098
53.3333,72.5421
35,75.7518
41.6667,75.973
38.3333,72.5197
50,74.7999
83.3333,59.8023
78.3333,65.9415
65,70.5893
63.3333,75.0606
65,70.3917
66.6667,73.086
85,63.9977
80,67.9937
83.3333,63.9442
76.6667,68.4944
73.3333,69.4946
80,67.3797
61.6667,71.923
46.6667,74.6158
50,68.7136
43.3333,74.0289
31.6667,70.41
45,73.4892
41.6667,73.8404
56.6667,72.5176
66.6667,73.4167
66.6667,71.0497
55,74.3235
65,72.4663
53.3333,76.7301
53.3333,76.4875
46.6667,74.8215
43.3333,66.1205
50,77.0009
60,73.9528
80,64.9984
73.3333,68.5159
80,62.2096
50,75.2422
50,76.5144
41.6667,73.9044
51.6667,77.3283
58.3333,73.1441
56.6667,76.1689
65,69.5694
60,70.6823
58.3333,73.9111
65,67.2156
63.3333,72.2221
45,75.4686
50,76.1722
55,76.4842
58.3333,74.6906
61.6667,73.3582
70,69.6496
83.3333,63.4866
78.3333,67.4935
73.3333,69.951
68.3333,74.023
73.3333,68.6835
81.6667,66.3376
81.6667,65.3009
75,68.9564
75,69.6046
75,68.6907
85,57.3441
83.3333,62.0188
71.6667,72.0404
31.6667,67.202
45,73.3762
45,76.0697
60,72.5655
66.6667,75.3032
76.6667,64.7429
56.6667,74.2945
53.3333,74.248
63.3333,75.1143
66.6667,72.3186
53.3333,74.4105
61.6667,74.1015
46.6667,76.63
60,74.8275
73.3333,69.1292
63.3333,73.5138
70,67.6417
75,65.5538
71.6667,72.2047
75,66.2715
51.6667,75.4252
53.3333,75.7347
56.6667,73.309
46.6667,76.5573
63.3333,74.3644
70,71.6036
76.6667,70.1889
81.6667,64.7615
60,76.3621
73.3333,67.3186
65,73.1743
60,75.0333
66.6667,73.7023
50,75.7294
53.3333,74.95
66.6667,74.9799
73.3333,70.2273
63.3333,75.1101
78.3333,66.4916
76.6667,68.2608
71.6667,69.8196
68.3333,71.0217
68.3333,68.0508
56.6667,76.2599
45,71.8775
53.3333,74.2025
66.6667,73.3603
66.6667,71.0344
63.3333,69.0564
75,70.4481
58.3333,73.5253
61.6667,72.7723
53.3333,77.5225
55,76.4086
68.3333,73.8375
63.3333,72.395
66.6667,70.6463
76.6667,65.4729
73.3333,68.1897
61.6667,73.9289
61.6667,76.0473
56.6667,72.1044
60,75.0524
41.6667,75.6158
50,73.0362
61.6667,73.8324
65,74.1043
80,63.593
76.6667,70.3716
56.6667,73.0192
46.6667,76.8619
40,76.3808
45,79.1795
58.3333,74.4466
61.6667,76.406
48.3333,76.8447
63.3333,73.7791
61.6667,69.8878
71.6667,71.3874
63.3333,71.1279
46.6667,75.0835
56.6667,76.3741
51.6667,78.5028
45,74.155
51.6667,73.9781
65,70.9921
73.3333,70.4797
48.3333,75.0276
81.6667,60.6504
68.3333,70.6208
48.3333,74.2755
53.3333,74.0215
66.6667,73.4434
50,74.8005
58.3333,77.0147
61.6667,72.5285
56.6667,74.5419
63.3333,73.2325
65,74.8399
68.3333,70.918
40,73.8879
48.3333,74.9969
61.6667,75.7237
65,75.7346
61.6667,74.7806
75,69.6578
76.6667,62.9851
78.3333,67.9443
75,71.3188
68.3333,69.9264
41.6667,64.2228
56.6667,70.8185
51.6667,74.5496
61.6667,73.8069
61.6667,74.3446
78.3333,62.4803
78.3333,62.1833
78.3333,69.4847
65,71.576
68.3333,71.1394
36.6667,73.471
36.6667,74.0134
45,74.5431
35,69.7188
33.3333,73.269
35,70.8358
38.3333,74.7778
46.6667,72.6284
41.6667,76.9324
56.6667,74.2544
61.6667,75.2267
65,73.3368
51.6667,71.9265
71.6667,71.1888
66.6667,72.6916
58.3333,76.4193
55,76.2974
55,77.1301
70,71.2948
66.6667,67.6239
25,69.6361
21.6667,69.912
56.6667,75.2349
51.6667,76.2354
65,71.7467
71.6667,69.6043
61.6667,73.73
80,67.4526
61.6667,72.209
53.3333,74.7616
43.3333,74.5081
38.3333,74.119
38.3333,71.2119
50,74.7907
48.3333,74.1176
46.6667,73.0507
30,67.9835
46.6667,76.4093
55,75.2111
55,74.7762
80,60.8022
81.6667,67.3612
80,69.5091
75,69.0156
73.3333,70.4136
76.6667,68.228
88.3333,53.9076
78.3333,59.0547
58.3333,72.166
66.6667,73.5269
63.3333,73.9064
63.3333,65.2999
46.6667,73.7999
61.6667,69.8057
41.6667,74.3331
43.3333,73.5991
68.3333,68.7966
66.6667,74.4092
76.6667,67.7227
68.3333,74.7898
68.3333,68.5788
73.3333,66.8026
80,69.4588
78.3333,69.6857
75,72.7102
83.3333,64.6411
83.3333,62.1704
66.6667,69.2351
68.3333,73.2469
70,70.9734
40,76.6005
66.6667,70.7222
75,69.7901
50,74.5618
30,70.8658
55,77.3938
78.3333,67.5508
75,67.5321
75,68.0443
70,71.4653
43.3333,74.9027
40,71.4007
38.3333,73.8236
51.6667,69.0696
43.3333,75.2114
51.6667,74.4391
50,75.12
41.6667,72.6992
53.3333,76.8515
40,76.5998
85,62.4681
78.3333,52.1135
75,70.3528
71.6667,69.6719
85,58.3422
63.3333,74.0845
76.6667,63.2546
63.3333,76.1219
70,70.6549
65,74.0935
45,68.8428
61.6667,72.1574
66.6667,71.8128
58.3333,74.005
51.6667,76.0312
55,73.0059
66.6667,75.0176
70,72.8635
63.3333,70.7209
66.6667,77.8226
53.3333,75.448
36.6667,73.4341
51.6667,74.9693
50,72.5583
51.6667,77.5465
40,72.27
60,76.4337
76.6667,66.0342
75,70.8359
78.3333,65.4718
48.3333,74.0581
46.6667,76.8164
51.6667,73.9187
48.3333,72.0797
68.3333,73.3857
70,69.2962
86.6667,61.4581
71.6667,67.8627
73.3333,68.0048
78.3333,68.8032
48.3333,75.8909
46.6667,73.0617
36.6667,74.404
41.6667,72.6468
36.6667,73.4076
38.3333,74.0751
38.3333,70.4093
38.3333,74.1088
46.6667,75.9326
50,75.6791
35,65.8348
31.6667,69.3598
26.6667,65.6002
38.3333,71.3208
30,58.9805
36.6667,70.2266
41.6667,75.206
36.6667,72.6162
41.6667,77.5135
33.3333,74.9967
63.3333,76.0653
70,73.8361
81.6667,65.4563
73.3333,69.7503
81.6667,65.9527
78.3333,69.7569
78.3333,68.2778
76.6667,67.1435
65,73.9557
75,64.9527
58.3333,78.3363
63.3333,75.89
70,72.4463
80,67.8363
75,66.8512
80,67.4857
83.3333,63.5613
73.3333,71.708
76.6667,71.3499
66.6667,73.7236
46.6667,76.3934
36.6667,75.1167
41.6667,77.1477
41.6667,74.574
53.3333,75.4126
56.6667,75.8649
71.6667,64.4359
58.3333,67.5703
66.6667,70.7899
76.6667,62.3972
53.3333,74.5262
43.3333,75.3553
28.3333,71.867
31.6667,71.5009
40,72.7702
40,76.7788
50,74.3008
61.6667,75.6739
40,73.7551
51.6667,76.8036
63.3333,75.6213
73.3333,71.2798
73.3333,69.396
65,70.921
73.3333,71.518
76.6667,71.3965
71.6667,72.8009
83.3333,62.8168
73.3333,70.2515
73.3333,70.7008
51.6667,72.761
58.3333,71.6741
65,68.7942
75,68.6636
61.6667,76.1588
58.3333,74.1046
63.3333,73.9623
73.3333,69.1966
66.6667,72.0426
73.3333,66.7511
53.3333,75.6199
70,69.9332
63.3333,72.7195
56.6667,76.013
58.3333,78.3979
65,72.1326
71.6667,70.2041
40,76.2116
51.6667,75.4608
43.3333,69.2308
40,72.9453
40,74.2009
30,72.6322
45,77.9868
63.3333,72.9344
66.6667,72.6211
71.6667,74.6998
76.6667,68.7074
75,69.6237
75,69.6457
16.6667,67.7069
21.6667,69.0954
28.3333,63.5434
35,72.6248
33.3333,75.1849
45,74.163
40,70.4504
53.3333,76.2457
45,74.5928
55,74.9397
58.3333,73.5479
23.3333,70.6311
53.3333,74.7692
70,70.0584
70,73.671
63.3333,54.8553
66.6667,61.0548
83.3333,64.652
78.3333,59.2419
75,62.2301
61.6667,73.0574
70,72.6081
56.6667,73.3788
48.3333,73.6556
55,70.9245
73.3333,71.627
66.6667,69.0561
73.3333,68.6253
71.6667,67.0053
73.3333,67.0649
68.3333,69.1782
68.3333,71.6273
58.3333,74.7046
50,73.1911
56.6667,75.6337
68.3333,73.1964
65,66.9633
68.3333,68.3837
65,70.348
63.3333,76.313
51.6667,76.3244
71.6667,65.6901
55,69.7939
73.3333,74.2431
81.6667,67.0785
75,66.96
81.6667,62.7085
78.3333,66.4495
85,60.3414
68.3333,72.5383
20,67.4618
40,75.2723
58.3333,75.737
56.6667,71.5912
66.6667,75.4177
53.3333,74.7595
63.3333,74.285
75,58.9925
78.3333,64.8103
73.3333,65.7146
33.3333,67.2766
45,79.3471
40,75.9449
31.6667,73.1237
45,75.2964
43.3333,74.2122
50,75.7535
56.6667,77.0511
55,75.7695
56.6667,71.8605
45,75.3121
50,76.7288
56.6667,75.9611
63.3333,76.3678
71.6667,66.9544
71.6667,70.7609
78.3333,67.4183
70,74.7629
66.6667,72.244
71.6667,70.8229
66.6667,74.9053
70,70.8112
68.3333,72.3584
68.3333,71.381
78.3333,68.2216
81.6667,62.0501
78.3333,64.2496
61.6667,73.7644
71.6667,67.5974
65,72.1369
30,71.2072
38.3333,76.2597
61.6667,70.9132
60,74.2689
76.6667,67.2167
78.3333,63.3122
80,66.8526
76.6667,67.5414
68.3333,68.5136
71.6667,69.8789
58.3333,75.6535
43.3333,74.2488
60,75.4996
56.6667,75.8642
53.3333,73.7869
55,74.5448
60,74.076
80,66.5189
68.3333,74.4875
51.6667,75.193
33.3333,72.1012
38.3333,74.151
48.3333,72.9549
38.3333,74.5911
45,67.3031
41.6667,75.8627
36.6667,71.1913
53.3333,75.552
53.3333,75.0585
73.3333,72.0485
53.3333,77.0814
65,74.3928
60,68.9479
65,70.8742
68.3333,68.8581
58.3333,72.3573
71.6667,69.879
61.6667,73.8283
58.3333,70.353
63.3333,71.721
43.3333,74.8784
46.6667,74.8524
56.6667,74.6522
48.3333,76.6709
50,76.5071
66.6667,72.9903
76.6667,65.4322
66.6667,71.1533
71.6667,71.0557
78.3333,69.5492
25,66.8197
36.6667,74.0338
35,72.7995
56.6667,74.8355
53.3333,74.2793
76.6667,65.7659
81.6667,62.7889
75,69.8689
70,72.9672
56.6667,75.7236
60,73.5872
76.6667,68.2852
75,70.3579
75,69.9689
81.6667,69.1487
65,73.9679
80,63.1227
80,67.1747
65,72.499
46.6667,76.4131
40,73.9978
51.6667,73.7445
36.6667,72.8534
58.3333,76.9308
31.6667,73.4122
60,75.6144
80,58.8377
88.3333,55.8825
71.6667,70.9877
73.3333,69.062
48.3333,70.0459
66.6667,70.0999
60,76.3396
75,69.1685
71.6667,70.7516
81.6667,64.1094
83.3333,61.6722
85,64.9484
78.3333,65.6005
65,73.1599
46.6667,74.2358
65,74.5163
58.3333,74.2325
28.3333,72.2186
50,74.3289
48.3333,75.5013
68.3333,69.6104
66.6667,72.7382
65,73.6541
63.3333,73.48
45,75.8855
48.3333,75.8248
33.3333,72.6017
70,73.2633
56.6667,71.7337
63.3333,73.1707
66.6667,72.0854
65,72.6101
66.6667,72.2753
66.6667,73.9833
73.3333,69.4605
75,67.6883
73.3333,66.9636
75,66.8086
66.6667,67.246
50,71.4999
75,70.6152
53.3333,74.8628
48.3333,76.1602
50,72.2929
35,76.5706
33.3333,69.9351
33.3333,66.5383
20,64.4407
21.6667,69.4686
36.6667,72.2125
41.6667,75.4815
38.3333,75.1638
51.6667,74.9152
31.6667,70.1782
48.3333,76.7728
50,72.8637
66.6667,72.6932
46.6667,75.9889
46.6667,77.5364
30,72.3525
38.3333,74.6873
60,76.3754
36.6667,70.8995
40,74.0536
76.6667,67.3497
76.6667,63.3043
75,68.8977
75,66.3773
65,73.0428
76.6667,65.9276
73.3333,66.356
91.6667,55.6871
86.6667,61.0184
70,72.5267
28.3333,70.357
31.6667,70.5356
45,75.2366
38.3333,73.0169
48.3333,75.6674
53.3333,72.5399
66.6667,72.6658
51.6667,73.0422
60,74.7614
50,77.4435
66.6667,74.9923
66.6667,73.4275
68.3333,73.9934
51.6667,74.7025
71.6667,72.9595
73.3333,71.041
78.3333,68.2337
90,56.9096
81.6667,63.8054
70,73.5232
48.3333,73.4418
58.3333,74.0573
38.3333,72.5563
30,72.1397
41.6667,74.2777
43.3333,73.4953
58.3333,76.7729
71.6667,69.1334
60,73.9726
65,72.5034
35,75.2334
30,72.9014
30,72.1697
53.3333,78.9843
53.3333,75.5255
63.3333,72.6031
65,72.2732
78.3333,67.0587
75,70.1375
63.3333,70.631
73.3333,66.4751
66.6667,70.9498
45,71.3564
51.6667,78.8889
71.6667,68.0904
76.6667,65.5107
71.6667,70.9129
68.3333,75.4337
76.6667,67.2913
76.6667,67.4649
25,71.7568
53.3333,76.2399
56.6667,72.6481
50,73.6834
36.6667,75.3784
60,74.7006
73.3333,70.8289
75,64.5468
68.3333,73.0191
65,71.4781
30,71.0179
45,72.5443
31.6667,72.3747
33.3333,68.9635
61.6667,77.1196
70,71.1635
83.3333,59.501
71.6667,71.7078
75,68.3179
38.3333,71.1538
56.6667,71.8982
73.3333,70.3533
61.6667,70.4603
58.3333,75.6887
51.6667,73.8877
35,76.4433
60,77.7888
51.6667,78.063
61.6667,76.6239
85,61.779
35,75.8419
30,71.7944
60,75.089
58.3333,76.7434
71.6667,70.4891
58.3333,71.1579
66.6667,70.798
55,74.6584
56.6667,76.5172
56.6667,72.3603
35,71.9774
